(0, 0), [1, 1]
(45, 57), [-1, 1]
(54, 57), [-1, -1]
(54, 57), [1, 0]
(59, 57), [0, -1]
(65, 57), [-1, -1]
(71, 57), [-1, 1]
(71, 57), [1, 1]
(92, 57), [1, -1]
(100, 57), [0, 1]
(101, 57), [1, 1]
(103, 57), [-1, 1]
(103, 57), [0, -1]
(31, 58), [-1, 1]
(48, 58), [0, 1]
(50, 58), [-1, -1]
(50, 58), [1, -1]
(69, 58), [-1, -1]
(69, 58), [-1, 0]
(91, 58), [-1, -1]
(104, 58), [1, -1]
(108, 58), [1, -1]
(111, 58), [-1, 1]
(125, 58), [0, -1]
(125, 58), [1, -1]
(125, 58), [1, 0]
(0, 59), [1, 1]
(5, 59), [-1, -1]
(5, 59), [1, -1]
(6, 59), [0, -1]
(8, 59), [0, -1]
(37, 59), [-1, -1]
(45, 59), [-1, -1]
(56, 59), [-1, 0]
(56, 59), [1, 1]
(74, 59), [1, 1]
(75, 59), [-1, -1]
(75, 59), [0, 1]
(75, 59), [1, -1]
(75, 59), [1, 1]
(76, 59), [-1, 1]
(76, 59), [1, 1]
(77, 59), [0, 1]
(92, 59), [-1, 1]
(98, 59), [-1, -1]
(98, 59), [-1, 0]
(126, 59), [-1, 1]
(126, 59), [1, 0]
(131, 59), [-1, 1]
(133, 59), [-1, 1]
(8, 60), [1, 1]
(12, 60), [-1, 0]
(22, 60), [0, 1]
(24, 60), [-1, -1]
(24, 60), [-1, 1]
(24, 60), [0, 1]
(27, 60), [-1, 1]
(31, 60), [1, 0]
(37, 60), [-1, 0]
(52, 60), [-1, 1]
(92, 60), [-1, -1]
(114, 60), [0, 1]
(114, 60), [1, 1]
(115, 60), [-1, -1]
(115, 60), [-1, 1]
(1, 61), [0, -1]
(1, 61), [0, 1]
(3, 61), [1, 0]
(3, 61), [1, 1]
(25, 61), [1, 0]
(32, 61), [0, -1]
(33, 61), [-1, -1]
(52, 61), [1, -1]
(52, 61), [1, 0]
(81, 61), [0, -1]
(81, 61), [1, -1]
(83, 61), [-1, -1]
(83, 61), [1, 1]
(85, 61), [-1, -1]
(85, 61), [0, -1]
(85, 61), [0, 1]
(98, 61), [-1, 1]
(98, 61), [1, -1]
(99, 61), [0, 1]
(100, 61), [1, -1]
(103, 61), [0, -1]
(19, 62), [1, -1]
(19, 62), [1, 1]
(35, 62), [-1, 0]
(36, 62), [0, 1]
(49, 62), [0, -1]
(52, 62), [-1, -1]
(52, 62), [-1, 1]
(53, 62), [1, 1]
(55, 62), [-1, 1]
(56, 62), [1, -1]
(56, 62), [1, 0]
(88, 62), [1, 1]
(90, 62), [1, 1]
(91, 62), [0, 1]
(92, 62), [-1, -1]
(93, 62), [0, 1]
(102, 62), [1, 0]
(3, 63), [-1, 1]
(3, 63), [1, -1]
(16, 63), [1, 1]
(18, 63), [0, -1]
(32, 63), [0, 1]
(35, 63), [-1, 1]
(35, 63), [1, 0]
(58, 63), [1, 1]
(60, 63), [0, 1]
(60, 63), [1, -1]
(62, 63), [1, 1]
(67, 63), [0, 1]
(68, 63), [1, 1]
(78, 63), [-1, 1]
(79, 63), [1, 1]
(81, 63), [1, 1]
(82, 63), [-1, -1]
(82, 63), [0, 1]
(82, 63), [1, 1]
(83, 63), [-1, 1]
(84, 63), [0, 1]
(86, 63), [-1, -1]
(86, 63), [1, 1]
(108, 63), [-1, -1]
(109, 63), [-1, -1]
(120, 63), [0, -1]
(9, 64), [-1, -1]
(23, 64), [0, 1]
(23, 64), [1, 1]
(31, 64), [-1, -1]
(35, 64), [1, -1]
(42, 64), [1, -1]
(44, 64), [-1, 1]
(48, 64), [-1, -1]
(51, 64), [1, 0]
(57, 64), [-1, 0]
(76, 64), [-1, 0]
(76, 64), [-1, 1]
(107, 64), [0, 1]
(110, 64), [0, 1]
(133, 64), [-1, -1]
(136, 64), [-1, -1]
(136, 64), [1, -1]
(0, 65), [0, -1]
(2, 65), [0, -1]
(2, 65), [1, 1]
(9, 65), [1, 1]
(41, 65), [-1, -1]
(41, 65), [0, -1]
(48, 65), [1, 1]
(59, 65), [-1, 0]
(59, 65), [1, -1]
(62, 65), [1, -1]
(69, 65), [0, -1]
(74, 65), [1, -1]
(99, 65), [-1, -1]
(101, 65), [-1, -1]
(118, 65), [1, 1]
(124, 65), [-1, -1]
(134, 65), [1, -1]
(136, 65), [-1, -1]
(136, 65), [-1, 1]
(13, 66), [-1, -1]
(20, 66), [1, 1]
(24, 66), [-1, -1]
(24, 66), [0, -1]
(46, 66), [-1, 1]
(46, 66), [1, 1]
(50, 66), [-1, 1]
(50, 66), [0, -1]
(51, 66), [-1, -1]
(51, 66), [1, 1]
(57, 66), [-1, 1]
(68, 66), [1, 1]
(72, 66), [-1, 1]
(72, 66), [1, 0]
(95, 66), [-1, -1]
(104, 66), [1, -1]
(111, 66), [0, -1]
(111, 66), [1, 1]
(116, 66), [-1, -1]
(116, 66), [0, -1]
(117, 66), [-1, -1]
(117, 66), [-1, 1]
(126, 66), [1, 1]
(128, 66), [-1, -1]
(131, 66), [0, 1]
(136, 66), [-1, 1]
(6, 67), [-1, -1]
(25, 67), [1, 1]
(35, 67), [-1, 1]
(35, 67), [0, 1]
(46, 67), [-1, 1]
(48, 67), [1, 0]
(63, 67), [1, -1]
(64, 67), [0, -1]
(65, 67), [-1, 1]
(82, 67), [1, -1]
(85, 67), [1, 1]
(86, 67), [1, -1]
(88, 67), [-1, -1]
(88, 67), [0, 1]
(99, 67), [-1, -1]
(99, 67), [1, 0]
(111, 67), [1, 0]
(122, 67), [-1, -1]
(122, 67), [-1, 0]
(15, 68), [-1, 0]
(19, 68), [1, -1]
(21, 68), [0, -1]
(40, 68), [1, 1]
(46, 68), [-1, 0]
(46, 68), [1, -1]
(58, 68), [-1, 1]
(58, 68), [1, 0]
(72, 68), [1, 0]
(76, 68), [-1, -1]
(82, 68), [-1, 1]
(90, 68), [0, 1]
(95, 68), [-1, 1]
(120, 68), [1, -1]
(130, 68), [0, -1]
(130, 68), [1, -1]
(132, 68), [1, -1]
(1, 69), [0, 1]
(5, 69), [1, 1]
(6, 69), [0, 1]
(6, 69), [1, -1]
(8, 69), [0, 1]
(18, 69), [-1, 0]
(18, 69), [0, -1]
(31, 69), [1, -1]
(32, 69), [0, -1]
(38, 69), [-1, 1]
(62, 69), [1, 1]
(64, 69), [-1, -1]
(77, 69), [1, -1]
(105, 69), [-1, 0]
(111, 69), [1, 0]
(138, 69), [0, -1]
(139, 69), [0, 1]
(25, 70), [1, 0]
(41, 70), [-1, 0]
(41, 70), [0, -1]
(41, 70), [0, 1]
(44, 70), [1, 0]
(50, 70), [-1, 0]
(50, 70), [1, -1]
(51, 70), [1, 1]
(53, 70), [0, -1]
(57, 70), [-1, 1]
(60, 70), [0, 1]
(102, 70), [-1, 0]
(102, 70), [1, 1]
(105, 70), [1, -1]
(111, 70), [1, -1]
(113, 70), [-1, -1]
(119, 70), [1, 1]
(126, 70), [-1, -1]
(126, 70), [1, -1]
(129, 70), [1, -1]
(133, 70), [1, -1]
(0, 71), [0, 1]
(5, 71), [0, 1]
(31, 71), [-1, -1]
(48, 71), [-1, 0]
(48, 71), [1, -1]
(62, 71), [1, 0]
(62, 71), [1, 1]
(66, 71), [1, 0]
(89, 71), [1, 1]
(93, 71), [-1, 1]
(97, 71), [-1, 1]
(97, 71), [0, 1]
(98, 71), [1, 0]
(102, 71), [-1, 1]
(106, 71), [-1, 1]
(119, 71), [-1, 1]
(30, 72), [-1, 0]
(46, 72), [-1, 0]
(46, 72), [1, -1]
(48, 72), [-1, -1]
(52, 72), [1, -1]
(57, 72), [-1, 1]
(58, 72), [-1, -1]
(79, 72), [1, -1]
(93, 72), [1, -1]
(102, 72), [-1, 0]
(102, 72), [1, 1]
(117, 72), [1, 0]
(128, 72), [-1, 0]
(6, 73), [1, 1]
(9, 73), [0, 1]
(26, 73), [0, 1]
(42, 73), [1, 0]
(48, 73), [1, 0]
(62, 73), [1, -1]
(62, 73), [1, 0]
(66, 73), [1, 0]
(70, 73), [1, 1]
(98, 73), [1, 0]
(102, 73), [-1, -1]
(102, 73), [1, 0]
(114, 73), [0, 1]
(18, 74), [1, -1]
(37, 74), [1, -1]
(41, 74), [-1, -1]
(41, 74), [-1, 0]
(56, 74), [1, 1]
(58, 74), [0, 1]
(61, 74), [-1, 1]
(70, 74), [-1, 0]
(70, 74), [-1, 1]
(70, 74), [1, 1]
(76, 74), [-1, 1]
(76, 74), [1, -1]
(76, 74), [1, 0]
(82, 74), [-1, -1]
(82, 74), [0, -1]
(95, 74), [-1, 1]
(98, 74), [1, -1]
(106, 74), [-1, 0]
(1, 75), [0, -1]
(3, 75), [1, -1]
(10, 75), [-1, -1]
(14, 75), [1, -1]
(14, 75), [1, 1]
(17, 75), [0, 1]
(35, 75), [-1, -1]
(35, 75), [0, -1]
(35, 75), [0, 1]
(37, 75), [-1, 1]
(37, 75), [0, 1]
(37, 75), [1, 1]
(46, 75), [-1, -1]
(61, 75), [1, 1]
(68, 75), [-1, 0]
(70, 75), [-1, -1]
(70, 75), [1, 0]
(74, 75), [1, -1]
(74, 75), [1, 1]
(76, 75), [-1, -1]
(76, 75), [1, 0]
(76, 75), [1, 1]
(81, 75), [1, 0]
(85, 75), [1, -1]
(97, 75), [-1, -1]
(97, 75), [1, 1]
(108, 75), [0, -1]
(109, 75), [-1, 1]
(109, 75), [1, -1]
(111, 75), [-1, -1]
(111, 75), [-1, 1]
(111, 75), [1, -1]
(113, 75), [-1, -1]
(118, 75), [0, 1]
(123, 75), [-1, -1]
(123, 75), [0, 1]
(2, 76), [1, 0]
(13, 76), [0, -1]
(14, 76), [-1, -1]
(14, 76), [1, -1]
(28, 76), [1, 1]
(30, 76), [0, 1]
(33, 76), [-1, 1]
(47, 76), [-1, 1]
(47, 76), [1, 1]
(48, 76), [-1, -1]
(48, 76), [1, -1]
(49, 76), [-1, 1]
(49, 76), [1, 0]
(76, 76), [-1, 0]
(76, 76), [1, -1]
(104, 76), [-1, -1]
(119, 76), [1, -1]
(130, 76), [0, 1]
(132, 76), [1, 0]
(1, 77), [1, 1]
(2, 77), [1, -1]
(3, 77), [-1, 1]
(5, 77), [-1, 1]
(6, 77), [-1, 1]
(11, 77), [-1, 1]
(40, 77), [-1, 1]
(64, 77), [1, -1]
(98, 77), [-1, 1]
(100, 77), [-1, -1]
(100, 77), [1, -1]
(106, 77), [-1, -1]
(112, 77), [1, -1]
(116, 77), [-1, -1]
(116, 77), [0, -1]
(117, 77), [0, -1]
(117, 77), [1, -1]
(119, 77), [-1, -1]
(126, 77), [0, -1]
(16, 78), [-1, 0]
(23, 78), [-1, -1]
(27, 78), [-1, 0]
(27, 78), [1, -1]
(43, 78), [-1, 1]
(51, 78), [1, -1]
(55, 78), [-1, -1]
(55, 78), [-1, 0]
(56, 78), [-1, 1]
(56, 78), [0, -1]
(56, 78), [1, -1]
(59, 78), [-1, 1]
(59, 78), [0, 1]
(59, 78), [1, -1]
(72, 78), [0, 1]
(75, 78), [-1, 1]
(76, 78), [-1, -1]
(76, 78), [0, 1]
(81, 78), [1, -1]
(96, 78), [0, -1]
(116, 78), [-1, 1]
(127, 78), [-1, 1]
(127, 78), [0, 1]
(13, 79), [1, 1]
(21, 79), [-1, -1]
(21, 79), [1, 0]
(27, 79), [-1, -1]
(29, 79), [1, 1]
(32, 79), [0, 1]
(54, 79), [1, 0]
(63, 79), [0, -1]
(64, 79), [1, -1]
(66, 79), [1, -1]
(97, 79), [-1, 1]
(97, 79), [1, -1]
(105, 79), [0, 1]
(114, 79), [-1, 1]
(114, 79), [0, -1]
(117, 79), [1, 1]
(121, 79), [1, 1]
(123, 79), [-1, 1]
(136, 79), [1, -1]
(136, 79), [1, 1]
(138, 79), [-1, -1]
(27, 80), [-1, 0]
(50, 80), [-1, -1]
(62, 80), [-1, -1]
(62, 80), [-1, 1]
(66, 80), [0, 1]
(66, 80), [1, -1]
(67, 80), [1, 1]
(68, 80), [1, -1]
(70, 80), [-1, -1]
(82, 80), [1, -1]
(86, 80), [-1, -1]
(86, 80), [-1, 0]
(86, 80), [0, -1]
(89, 80), [-1, -1]
(90, 80), [-1, -1]
(90, 80), [-1, 1]
(90, 80), [0, -1]
(99, 80), [1, 0]
(3, 81), [1, 1]
(5, 81), [0, 1]
(6, 81), [-1, -1]
(7, 81), [-1, 1]
(7, 81), [0, -1]
(7, 81), [0, 1]
(8, 81), [1, -1]
(9, 81), [-1, 1]
(9, 81), [0, -1]
(18, 81), [1, 1]
(19, 81), [0, -1]
(52, 81), [-1, 1]
(52, 81), [0, -1]
(52, 81), [1, 1]
(82, 81), [-1, 1]
(103, 81), [-1, 0]
(107, 81), [-1, 1]
(20, 82), [1, 1]
(25, 82), [-1, 0]
(35, 82), [-1, 1]
(37, 82), [1, 0]
(41, 82), [1, 0]
(41, 82), [1, 1]
(67, 82), [1, -1]
(67, 82), [1, 1]
(71, 82), [0, -1]
(113, 82), [1, 1]
(6, 83), [-1, -1]
(8, 83), [1, 0]
(16, 83), [-1, 0]
(19, 83), [-1, 1]
(38, 83), [-1, 1]
(41, 83), [1, -1]
(41, 83), [1, 0]
(45, 83), [1, -1]
(55, 83), [-1, 1]
(67, 83), [1, 0]
(92, 83), [1, -1]
(92, 83), [1, 1]
(103, 83), [-1, 0]
(103, 83), [0, 1]
(107, 83), [-1, -1]
(110, 83), [0, -1]
(113, 83), [-1, -1]
(113, 83), [-1, 1]
(127, 83), [-1, -1]
(127, 83), [-1, 1]
(127, 83), [0, 1]
(132, 83), [0, -1]
(133, 83), [1, 1]
(3, 84), [-1, 1]
(36, 84), [-1, 1]
(39, 84), [-1, 1]
(57, 84), [1, -1]
(60, 84), [1, -1]
(62, 84), [-1, -1]
(71, 84), [-1, 0]
(80, 84), [1, -1]
(88, 84), [-1, 1]
(88, 84), [0, 1]
(116, 84), [-1, -1]
(118, 84), [1, 0]
(128, 84), [1, 0]
(133, 84), [1, -1]
(133, 84), [1, 0]
(4, 85), [1, 1]
(15, 85), [1, -1]
(18, 85), [0, -1]
(20, 85), [-1, -1]
(20, 85), [1, 1]
(27, 85), [1, 1]
(31, 85), [0, 1]
(31, 85), [1, -1]
(37, 85), [1, 0]
(43, 85), [-1, 0]
(47, 85), [-1, 0]
(47, 85), [1, -1]
(55, 85), [-1, 1]
(61, 85), [-1, 1]
(61, 85), [1, 1]
(75, 85), [1, -1]
(110, 85), [1, 1]
(119, 85), [1, 1]
(137, 85), [0, -1]
(6, 86), [-1, 0]
(8, 86), [1, -1]
(12, 86), [1, 1]
(17, 86), [1, 0]
(36, 86), [-1, 1]
(47, 86), [-1, 0]
(61, 86), [-1, 0]
(61, 86), [1, -1]
(61, 86), [1, 0]
(68, 86), [-1, -1]
(71, 86), [1, -1]
(71, 86), [1, 0]
(77, 86), [-1, 0]
(78, 86), [1, 0]
(117, 86), [-1, 0]
(121, 86), [-1, 0]
(5, 87), [1, 1]
(37, 87), [1, -1]
(37, 87), [1, 0]
(37, 87), [1, 1]
(43, 87), [-1, 0]
(47, 87), [-1, -1]
(61, 87), [-1, 0]
(72, 87), [-1, 1]
(76, 87), [-1, 1]
(80, 87), [-1, 0]
(80, 87), [-1, 1]
(91, 87), [1, 1]
(96, 87), [0, 1]
(98, 87), [1, 1]
(103, 87), [-1, 1]
(111, 87), [1, -1]
(111, 87), [1, 1]
(113, 87), [-1, -1]
(116, 87), [0, 1]
(133, 87), [1, -1]
(133, 87), [1, 1]
(4, 88), [-1, -1]
(33, 88), [1, 1]
(35, 88), [-1, -1]
(35, 88), [-1, 1]
(35, 88), [1, 1]
(37, 88), [-1, 1]
(37, 88), [1, -1]
(49, 88), [-1, 0]
(49, 88), [-1, 1]
(55, 88), [1, -1]
(61, 88), [-1, -1]
(61, 88), [1, 0]
(66, 88), [-1, 1]
(76, 88), [-1, 1]
(84, 88), [0, -1]
(110, 88), [0, 1]
(115, 88), [-1, 1]
(115, 88), [0, -1]
(13, 89), [0, 1]
(29, 89), [-1, -1]
(29, 89), [-1, 1]
(49, 89), [-1, 0]
(53, 89), [1, 1]
(56, 89), [0, 1]
(59, 89), [-1, 1]
(71, 89), [1, -1]
(92, 89), [1, -1]
(95, 89), [0, 1]
(98, 89), [-1, 1]
(98, 89), [1, -1]
(102, 89), [-1, -1]
(102, 89), [0, 1]
(106, 89), [0, -1]
(106, 89), [1, 0]
(115, 89), [1, -1]
(124, 89), [0, -1]
(130, 89), [-1, -1]
(130, 89), [1, 0]
(134, 89), [1, 1]
(17, 90), [0, 1]
(25, 90), [1, 1]
(36, 90), [-1, -1]
(36, 90), [0, -1]
(43, 90), [-1, -1]
(43, 90), [-1, 0]
(68, 90), [-1, 0]
(68, 90), [1, -1]
(76, 90), [-1, 0]
(123, 90), [1, 1]
(133, 90), [-1, 0]
(133, 90), [0, 1]
(2, 91), [1, 1]
(6, 91), [-1, 1]
(6, 91), [0, 1]
(8, 91), [-1, 1]
(8, 91), [0, 1]
(19, 91), [1, 1]
(22, 91), [0, 1]
(22, 91), [1, 1]
(25, 91), [-1, 1]
(25, 91), [1, 0]
(31, 91), [-1, 0]
(31, 91), [0, -1]
(37, 91), [1, 1]
(41, 91), [-1, 0]
(41, 91), [-1, 1]
(43, 91), [-1, 1]
(43, 91), [1, -1]
(53, 91), [-1, 1]
(53, 91), [1, -1]
(54, 91), [-1, -1]
(70, 91), [1, 0]
(74, 91), [1, 1]
(78, 91), [1, -1]
(97, 91), [0, -1]
(119, 91), [0, -1]
(119, 91), [1, 0]
(119, 91), [1, 1]
(129, 91), [-1, -1]
(18, 92), [-1, -1]
(29, 92), [-1, 0]
(33, 92), [0, -1]
(44, 92), [0, 1]
(47, 92), [1, 1]
(50, 92), [0, -1]
(51, 92), [1, 0]
(51, 92), [1, 1]
(61, 92), [-1, 0]
(61, 92), [1, 1]
(62, 92), [1, 0]
(66, 92), [1, 0]
(86, 92), [-1, -1]
(86, 92), [0, -1]
(109, 92), [1, 1]
(113, 92), [-1, 1]
(126, 92), [1, 0]
(132, 92), [-1, 0]
(132, 92), [-1, 1]
(134, 92), [1, 1]
(136, 92), [-1, 1]
(9, 93), [1, -1]
(9, 93), [1, 1]
(15, 93), [-1, -1]
(15, 93), [-1, 1]
(19, 93), [-1, 1]
(19, 93), [1, -1]
(27, 93), [1, -1]
(27, 93), [1, 1]
(29, 93), [-1, -1]
(29, 93), [1, 0]
(29, 93), [1, 1]
(53, 93), [-1, 0]
(70, 93), [-1, 1]
(70, 93), [1, -1]
(74, 93), [-1, -1]
(74, 93), [1, -1]
(74, 93), [1, 0]
(84, 93), [-1, -1]
(90, 93), [-1, 0]
(90, 93), [-1, 1]
(90, 93), [0, -1]
(92, 93), [0, -1]
(107, 93), [-1, 0]
(116, 93), [0, -1]
(119, 93), [1, 1]
(130, 93), [1, 0]
(11, 94), [1, 1]
(13, 94), [1, -1]
(15, 94), [1, -1]
(16, 94), [0, -1]
(17, 94), [-1, -1]
(17, 94), [-1, 1]
(35, 94), [1, 0]
(39, 94), [1, -1]
(41, 94), [-1, -1]
(41, 94), [0, 1]
(41, 94), [1, -1]
(45, 94), [-1, -1]
(45, 94), [0, 1]
(56, 94), [-1, 1]
(80, 94), [-1, 1]
(126, 94), [1, 1]
(128, 94), [-1, 1]
(3, 95), [-1, 1]
(9, 95), [1, -1]
(19, 95), [1, 1]
(25, 95), [-1, 1]
(67, 95), [1, 1]
(71, 95), [-1, 1]
(71, 95), [1, 1]
(74, 95), [1, -1]
(74, 95), [1, 0]
(78, 95), [1, -1]
(78, 95), [1, 0]
(86, 95), [-1, 1]
(90, 95), [-1, -1]
(90, 95), [-1, 0]
(95, 95), [-1, 1]
(96, 95), [-1, -1]
(130, 95), [1, 0]
(134, 95), [1, -1]
(134, 95), [1, 0]
(8, 96), [1, 1]
(11, 96), [1, 1]
(14, 96), [1, 1]
(23, 96), [1, 0]
(42, 96), [1, -1]
(47, 96), [0, -1]
(47, 96), [1, -1]
(47, 96), [1, 1]
(49, 96), [-1, -1]
(49, 96), [1, 1]
(53, 96), [-1, 1]
(66, 96), [-1, 1]
(84, 96), [1, 1]
(100, 96), [-1, 1]
(103, 96), [-1, 1]
(107, 96), [-1, -1]
(109, 96), [1, 1]
(123, 96), [1, -1]
(129, 96), [-1, -1]
(136, 96), [-1, -1]
(136, 96), [1, 1]
(3, 97), [-1, -1]
(5, 97), [0, -1]
(18, 97), [1, 1]
(20, 97), [0, -1]
(25, 97), [-1, -1]
(30, 97), [-1, -1]
(66, 97), [1, 1]
(68, 97), [1, -1]
(68, 97), [1, 1]
(71, 97), [0, 1]
(72, 97), [-1, 1]
(117, 97), [-1, -1]
(119, 97), [0, -1]
(119, 97), [1, -1]
(122, 97), [-1, -1]
(122, 97), [-1, 1]
(123, 97), [1, 1]
(132, 97), [-1, 1]
(5, 98), [-1, 1]
(6, 98), [0, 1]
(11, 98), [-1, 1]
(11, 98), [1, -1]
(11, 98), [1, 1]
(27, 98), [-1, -1]
(53, 98), [-1, 0]
(58, 98), [-1, 1]
(65, 98), [-1, -1]
(65, 98), [-1, 1]
(78, 98), [1, -1]
(84, 98), [-1, -1]
(84, 98), [1, 0]
(106, 98), [-1, -1]
(106, 98), [1, -1]
(108, 98), [-1, -1]
(130, 98), [1, -1]
(130, 98), [1, 1]
(136, 98), [1, 1]
(1, 99), [0, -1]
(27, 99), [1, -1]
(32, 99), [0, -1]
(32, 99), [1, -1]
(37, 99), [-1, -1]
(37, 99), [0, -1]
(67, 99), [0, -1]
(67, 99), [1, 1]
(77, 99), [-1, -1]
(77, 99), [1, 0]
(119, 99), [-1, 0]
(132, 99), [-1, 0]
(132, 99), [-1, 1]
(11, 100), [-1, 1]
(11, 100), [1, -1]
(31, 100), [-1, 0]
(41, 100), [-1, 0]
(41, 100), [0, -1]
(53, 100), [1, -1]
(54, 100), [1, -1]
(55, 100), [0, -1]
(60, 100), [-1, 1]
(62, 100), [1, 1]
(64, 100), [-1, 1]
(64, 100), [1, 0]
(79, 100), [-1, 1]
(79, 100), [1, 1]
(84, 100), [1, -1]
(86, 100), [1, 1]
(88, 100), [0, 1]
(95, 100), [-1, -1]
(95, 100), [1, 1]
(101, 100), [1, -1]
(101, 100), [1, 1]
(114, 100), [-1, -1]
(115, 100), [0, 1]
(116, 100), [-1, -1]
(116, 100), [-1, 1]
(133, 100), [0, -1]
(20, 101), [0, -1]
(23, 101), [-1, -1]
(28, 101), [1, 0]
(39, 101), [-1, 1]
(42, 101), [1, 1]
(68, 101), [-1, 0]
(68, 101), [0, -1]
(84, 101), [1, -1]
(92, 101), [-1, -1]
(92, 101), [1, 0]
(105, 101), [-1, 1]
(120, 101), [1, -1]
(122, 101), [-1, -1]
(126, 101), [-1, 1]
(126, 101), [1, -1]
(127, 101), [0, -1]
(132, 101), [-1, -1]
(132, 101), [-1, 0]
(132, 101), [1, 1]
(138, 101), [-1, 0]
(138, 101), [-1, 1]
(0, 102), [0, 1]
(6, 102), [0, 1]
(6, 102), [1, -1]
(7, 102), [-1, 1]
(8, 102), [-1, -1]
(8, 102), [-1, 1]
(8, 102), [1, -1]
(10, 102), [-1, -1]
(11, 102), [-1, 1]
(11, 102), [1, -1]
(29, 102), [0, -1]
(30, 102), [1, 0]
(50, 102), [-1, 0]
(54, 102), [1, 1]
(79, 102), [-1, -1]
(96, 102), [1, -1]
(100, 102), [-1, -1]
(102, 102), [-1, -1]
(136, 102), [-1, 1]
(136, 102), [1, -1]
(136, 102), [1, 0]
(9, 103), [1, 0]
(21, 103), [0, -1]
(27, 103), [-1, 1]
(31, 103), [-1, 0]
(31, 103), [-1, 1]
(35, 103), [1, -1]
(36, 103), [-1, -1]
(36, 103), [0, -1]
(38, 103), [1, 1]
(52, 103), [-1, 0]
(68, 103), [-1, 0]
(68, 103), [1, -1]
(69, 103), [0, -1]
(71, 103), [0, -1]
(74, 103), [-1, -1]
(95, 103), [1, 0]
(122, 103), [1, -1]
(123, 103), [-1, -1]
(137, 103), [0, 1]
(3, 104), [-1, -1]
(3, 104), [1, -1]
(7, 104), [-1, -1]
(11, 104), [-1, -1]
(16, 104), [-1, -1]
(16, 104), [1, -1]
(20, 104), [-1, -1]
(31, 104), [-1, 1]
(31, 104), [1, 0]
(35, 104), [-1, 1]
(53, 104), [-1, 1]
(53, 104), [1, 1]
(57, 104), [-1, 1]
(60, 104), [-1, -1]
(64, 104), [-1, -1]
(72, 104), [1, -1]
(75, 104), [0, -1]
(76, 104), [-1, -1]
(79, 104), [-1, -1]
(79, 104), [-1, 1]
(82, 104), [1, 0]
(101, 104), [1, -1]
(110, 104), [-1, -1]
(110, 104), [1, 1]
(121, 104), [-1, 0]
(121, 104), [-1, 1]
(122, 104), [1, 1]
(126, 104), [-1, 0]
(130, 104), [-1, 0]
(136, 104), [-1, -1]
(14, 105), [1, 1]
(38, 105), [1, -1]
(49, 105), [-1, 1]
(60, 105), [0, 1]
(87, 105), [-1, 1]
(98, 105), [0, 1]
(99, 105), [-1, 1]
(113, 105), [-1, -1]
(4, 106), [1, 1]
(31, 106), [-1, -1]
(31, 106), [-1, 0]
(68, 106), [1, 1]
(72, 106), [-1, 1]
(79, 106), [-1, -1]
(91, 106), [-1, -1]
(92, 106), [0, 1]
(92, 106), [1, 0]
(96, 106), [-1, 1]
(117, 106), [-1, 1]
(117, 106), [1, -1]
(118, 106), [-1, -1]
(121, 106), [-1, -1]
(126, 106), [1, -1]
(133, 106), [-1, 0]
(6, 107), [-1, 0]
(10, 107), [-1, 0]
(14, 107), [1, -1]
(14, 107), [1, 1]
(25, 107), [0, -1]
(29, 107), [1, 0]
(35, 107), [-1, 0]
(64, 107), [-1, -1]
(64, 107), [1, 1]
(66, 107), [1, -1]
(70, 107), [-1, -1]
(70, 107), [-1, 0]
(0, 108), [0, -1]
(0, 108), [1, -1]
(0, 108), [1, 1]
(2, 108), [0, -1]
(2, 108), [1, 1]
(31, 108), [-1, -1]
(33, 108), [1, -1]
(33, 108), [1, 0]
(38, 108), [1, -1]
(41, 108), [-1, 1]
(47, 108), [1, -1]
(55, 108), [-1, 1]
(55, 108), [0, -1]
(57, 108), [-1, 1]
(72, 108), [1, -1]
(79, 108), [-1, 0]
(105, 108), [-1, 0]
(106, 108), [0, -1]
(113, 108), [-1, -1]
(113, 108), [-1, 1]
(113, 108), [1, 0]
(119, 108), [-1, 0]
(122, 108), [-1, 1]
(122, 108), [1, -1]
(122, 108), [1, 1]
(14, 109), [1, -1]
(15, 109), [1, -1]
(34, 109), [-1, 0]
(34, 109), [-1, 1]
(47, 109), [1, 0]
(58, 109), [1, -1]
(59, 109), [0, -1]
(60, 109), [-1, 1]
(65, 109), [-1, -1]
(65, 109), [0, -1]
(95, 109), [1, 1]
(96, 109), [0, 1]
(97, 109), [0, -1]
(97, 109), [1, 1]
(98, 109), [-1, -1]
(98, 109), [0, 1]
(103, 109), [-1, 1]
(105, 109), [-1, 1]
(117, 109), [-1, 0]
(134, 109), [1, -1]
(137, 109), [0, -1]
(22, 110), [-1, 1]
(37, 110), [1, 0]
(51, 110), [1, -1]
(73, 110), [1, -1]
(75, 110), [0, 1]
(86, 110), [1, -1]
(87, 110), [-1, -1]
(89, 110), [0, -1]
(89, 110), [1, 1]
(115, 110), [1, -1]
(122, 110), [-1, -1]
(122, 110), [1, -1]
(126, 110), [-1, 0]
(126, 110), [0, -1]
(127, 110), [-1, -1]
(129, 110), [-1, -1]
(139, 110), [-1, 1]
(139, 110), [0, 1]
(44, 111), [1, 0]
(49, 111), [1, 0]
(73, 111), [1, -1]
(116, 111), [-1, 1]
(122, 111), [1, 0]
(127, 111), [1, -1]
(127, 111), [1, 1]
(133, 111), [-1, -1]
(15, 112), [-1, -1]
(24, 112), [1, -1]
(29, 112), [-1, -1]
